Ticker,LogoURL
"F","https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png"
"FTNT","https://upload.wikimedia.org/wikipedia/en/thumb/9/94/Symbol_support_vote.svg/19px-Symbol_support_vote.svg.png"
"FTV","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"FOXA","https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/FOX_wordmark.svg/220px-FOX_wordmark.svg.png"
"FOX","https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/FOX_wordmark.svg/220px-FOX_wordmark.svg.png"
"BEN","https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Logo_Ben_Head.jpg/250px-Logo_Ben_Head.jpg"
"FCX","https://upload.wikimedia.org/wikipedia/en/thumb/b/b1/Freeport_McMoRan.svg/220px-Freeport_McMoRan.svg.png"
"GRMN","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"IT","https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Gartner_logo.svg/200px-Gartner_logo.svg.png"
"GEHC","https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/GE_HealthCare_logo_2023.svg/220px-GE_HealthCare_logo_2023.svg.png"
"GEN","https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png"
"GNRC","https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Generac_Power_Systems_logo.png/220px-Generac_Power_Systems_logo.png"
"GD","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/General_Dynamics_logo.svg/220px-General_Dynamics_logo.svg.png"
"GE","https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/General_Electric_logo.svg/150px-General_Electric_logo.svg.png"
"GIS","https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/General_Mills_logo.svg/220px-General_Mills_logo.svg.png"
"GM","https://upload.wikimedia.org/wikipedia/en/thumb/e/ea/General_Motors_%28logo_with_wordmark%2C_horizontal%29.svg/220px-General_Motors_%28logo_with_wordmark%2C_horizontal%29.svg.png"
"GPC","https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Genuine_Parts_Company_logo.svg/150px-Genuine_Parts_Company_logo.svg.png"
"GILD","https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Gilead_Sciences_Logo.svg/250px-Gilead_Sciences_Logo.svg.png"
"GPN","https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Global_Payments_Inc._logo.svg/200px-Global_Payments_Inc._logo.svg.png"
"GL","https://upload.wikimedia.org/wikipedia/en/thumb/f/f4/Globe_Life_Logo.svg/180px-Globe_Life_Logo.svg.png"
"GS","https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Goldman_Sachs_2022_Black.svg/150px-Goldman_Sachs_2022_Black.svg.png"
"HAL","https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Halliburton_logo.svg/255px-Halliburton_logo.svg.png"
"HIG","https://upload.wikimedia.org/wikipedia/en/thumb/0/0b/The_Hartford_Financial_Services_Group_logo.svg/220px-The_Hartford_Financial_Services_Group_logo.svg.png"
"HAS","https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Hasbro_logo.svg/150px-Hasbro_logo.svg.png"
"HCA","https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Unbalanced_scales.svg/45px-Unbalanced_scales.svg.png"
"DOC","https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png"
"HSIC","https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Henry_Schein.svg/250px-Henry_Schein.svg.png"
"HSY","https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/HersheyCo.svg/200px-HersheyCo.svg.png"
"HES","https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Hess_Corporation_Logo.svg/220px-Hess_Corporation_Logo.svg.png"
"HPE","https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Hewlett_Packard_Enterprise_logo.svg/220px-Hewlett_Packard_Enterprise_logo.svg.png"
"HLT","https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Hilton_Worldwide_logo.svg/150px-Hilton_Worldwide_logo.svg.png"
"HOLX","https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Hologic_logo.svg/250px-Hologic_logo.svg.png"
"HD","https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Pending-protection-shackle.svg/20px-Pending-protection-shackle.svg.png"
"HON","https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Honeywell_logo.svg/220px-Honeywell_logo.svg.png"
"HRL","https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Hormel_Foods_logo.svg/220px-Hormel_Foods_logo.svg.png"
"HST","https://upload.wikimedia.org/wikipedia/en/3/38/Host_Hotels_%26_Resorts.png"
"HWM","https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Howmet_Aerospace_logo.svg/220px-Howmet_Aerospace_logo.svg.png"
"HPQ","https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/HP_logo_2012.svg/120px-HP_logo_2012.svg.png"
"HUBB","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"HUM","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"HBAN","https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Huntington_Bancshares_Inc._logo.svg/220px-Huntington_Bancshares_Inc._logo.svg.png"
"HII","https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/HII_logo.svg/220px-HII_logo.svg.png"
"IBM","https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/IBM_logo.svg/190px-IBM_logo.svg.png"
"IEX","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"IDXX","https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/IDEXX_Labs.svg/220px-IDEXX_Labs.svg.png"
"ITW","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Illinois_Tool_Works_logo.svg/220px-Illinois_Tool_Works_logo.svg.png"
"ILMN","https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Illumina_logo.svg/220px-Illumina_logo.svg.png"
"INCY","https://upload.wikimedia.org/wikipedia/en/thumb/5/5a/Incyte_logo.svg/200px-Incyte_logo.svg.png"
"IR","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Ingersoll_Rand_logo.svg/220px-Ingersoll_Rand_logo.svg.png"
"PODD","https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png"
"INTC","https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Intel_logo_2023.svg/200px-Intel_logo_2023.svg.png"
"ICE","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Intercontinental_Exchange_logo.svg/150px-Intercontinental_Exchange_logo.svg.png"
"IFF","https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/IFF_Company_Logo.png/250px-IFF_Company_Logo.png"
"IP","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/InternationalPaper_logo_2023.svg/220px-InternationalPaper_logo_2023.svg.png"
"IPG","https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Interpublic_Group_of_Companies_logo.svg/200px-Interpublic_Group_of_Companies_logo.svg.png"
"INTU","https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Edit-clear.svg/40px-Edit-clear.svg.png"
"ISRG","https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Intuitive_Surgical_logo.svg/220px-Intuitive_Surgical_logo.svg.png"
"IVZ","https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Invesco_Logo.svg/220px-Invesco_Logo.svg.png"
"INVH","https://upload.wikimedia.org/wikipedia/en/thumb/8/83/Invitation_Homes_logo.svg/220px-Invitation_Homes_logo.svg.png"
"IQV","https://upload.wikimedia.org/wikipedia/en/thumb/5/5a/IQVIA.svg/220px-IQVIA.svg.png"
"IRM","https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Iron_Mountain_%28logo%29.svg/220px-Iron_Mountain_%28logo%29.svg.png"
"JBHT","https://upload.wikimedia.org/wikipedia/en/thumb/3/30/J._B._Hunt_logo.svg/250px-J._B._Hunt_logo.svg.png"
"JBL","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"JKHY","https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Jack-henry-logo.svg/168px-Jack-henry-logo.svg.png"
"J","https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Jacobs_Engineering_Group_2019_logo.svg/220px-Jacobs_Engineering_Group_2019_logo.svg.png"
"JNJ","https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/JNJ_Logo_New.svg/260px-JNJ_Logo_New.svg.png"
"JCI","https://upload.wikimedia.org/wikipedia/en/thumb/0/0f/Johnson_Controls.svg/220px-Johnson_Controls.svg.png"
"JPM","https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/J_P_Morgan_Chase_Logo_2008_1.svg/250px-J_P_Morgan_Chase_Logo_2008_1.svg.png"
"JNPR","https://upload.wikimedia.org/wikipedia/en/thumb/9/94/Symbol_support_vote.svg/19px-Symbol_support_vote.svg.png"
"K","https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png"
"KVUE","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Kenvue_logo.svg/220px-Kenvue_logo.svg.png"
"KDP","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"KEY","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"KEYS","https://upload.wikimedia.org/wikipedia/en/thumb/5/58/Keysight_Logo.svg/220px-Keysight_Logo.svg.png"
"KMB","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"KIM","https://upload.wikimedia.org/wikipedia/en/thumb/3/31/Kimco_color_widen_header-01.jpg/220px-Kimco_color_widen_header-01.jpg"
"KMI","https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Kinder_Morgan_logo.svg/250px-Kinder_Morgan_logo.svg.png"
"KLAC","https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Edit-clear.svg/40px-Edit-clear.svg.png"
"KHC","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/KraftHeinz.svg/200px-KraftHeinz.svg.png"
"KR","https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Kroger_%282021%29_logo.svg/220px-Kroger_%282021%29_logo.svg.png"
"LHX","https://upload.wikimedia.org/wikipedia/en/thumb/2/23/L3Harris_Technologies_logo.svg/220px-L3Harris_Technologies_logo.svg.png"
"LH","https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ambox_current_red_Asia_Australia.svg/42px-Ambox_current_red_Asia_Australia.svg.png"
"LRCX","https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Pending-protection-shackle.svg/20px-Pending-protection-shackle.svg.png"
"LW","https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Lamb_Weston_logo.svg/220px-Lamb_Weston_logo.svg.png"
"LVS","https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Las_Vegas_Sands_logo.svg/200px-Las_Vegas_Sands_logo.svg.png"
"LDOS","https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Leidos_logo_2013.svg/250px-Leidos_logo_2013.svg.png"
"LEN","https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Lennar_Logo.svg/220px-Lennar_Logo.svg.png"
"LIN","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Linde_plc_logo.png/220px-Linde_plc_logo.png"
"LYV","https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Live_Nation_Entertainment_logo.svg/220px-Live_Nation_Entertainment_logo.svg.png"
"LKQ","https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/LKQ_Corporation_logo.svg/220px-LKQ_Corporation_logo.svg.png"
"LMT","https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Lockheed_Martin_logo.svg/250px-Lockheed_Martin_logo.svg.png"
"L","https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Loews_Corp.svg/150px-Loews_Corp.svg.png"
"LOW","https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Lowes_Companies_Logo.svg/220px-Lowes_Companies_Logo.svg.png"
"LULU","https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Lululemon_Athletica_logo.svg/120px-Lululemon_Athletica_logo.svg.png"
"LYB","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Logo_of_LyondellBasell_%282023%29.svg/200px-Logo_of_LyondellBasell_%282023%29.svg.png"
"MTB","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/M%26T_Bank_wordmark.svg/220px-M%26T_Bank_wordmark.svg.png"
"MRO","https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Marathon_Oil_logo.svg/250px-Marathon_Oil_logo.svg.png"
"MPC","https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Marathon_Petroleum_logo_2022.svg/250px-Marathon_Petroleum_logo_2022.svg.png"
"MKTX","https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/MarketAxess_Logo.svg/220px-MarketAxess_Logo.svg.png"
"MAR","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Marriott_International.svg/220px-Marriott_International.svg.png"
"MMC","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/MarshMcLennan_h_rgb_c.svg/250px-MarshMcLennan_h_rgb_c.svg.png"
"MLM","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"MAS","https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Masco_Co._logo.svg/220px-Masco_Co._logo.svg.png"
"MA","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Mastercard_2019_logo.svg/200px-Mastercard_2019_logo.svg.png"
"MTCH","https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Match_Group_Logo.svg/220px-Match_Group_Logo.svg.png"
"MKC","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/MCC_Primary-Logo_SPOT_%281%29.jpg/220px-MCC_Primary-Logo_SPOT_%281%29.jpg"
"MCD","https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png"
"MCK","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/McKesson_logo.svg/220px-McKesson_logo.svg.png"
"MDT","https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Medtronic_logo.svg/220px-Medtronic_logo.svg.png"
"MRK","https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Merck_Logo.svg/200px-Merck_Logo.svg.png"
"META","https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png"
"MET","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/MetLife_logo.svg/250px-MetLife_logo.svg.png"
"MTD","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"MGM","https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/MGM_Resorts_International_logo.svg/220px-MGM_Resorts_International_logo.svg.png"
"MCHP","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"MU","https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Micron_Technology_logo.svg/225px-Micron_Technology_logo.svg.png"
"MSFT","https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png"
"MAA","https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Mid-America_Apartment_Communities_logo.svg/220px-Mid-America_Apartment_Communities_logo.svg.png"
"MRNA","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Moderna_logo.svg/220px-Moderna_logo.svg.png"
"MHK","https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Mohawk_Industries_logo.svg/220px-Mohawk_Industries_logo.svg.png"
"MOH","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"TAP","https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Molson_Coors_Beverage_Company_logo.svg/220px-Molson_Coors_Beverage_Company_logo.svg.png"
"MDLZ","https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Ambox_current_red_Americas.svg/42px-Ambox_current_red_Americas.svg.png"
"MPWR","https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Monolithic_Power_Systems_Logo.svg/220px-Monolithic_Power_Systems_Logo.svg.png"
"MNST","https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Monster_Beverage_logo.png/220px-Monster_Beverage_logo.png"
"MCO","https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Moody%E2%80%99s_logo.svg/240px-Moody%E2%80%99s_logo.svg.png"
"MS","https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Morgan_Stanley_Logo_2024.png/220px-Morgan_Stanley_Logo_2024.png"
"MOS","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Mosaic_Logo.svg/220px-Mosaic_Logo.svg.png"
"MSI","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"MSCI","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/MSCI_logo_2019.svg/220px-MSCI_logo_2019.svg.png"
"NDAQ","https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/NASDAQ_Logo.svg/220px-NASDAQ_Logo.svg.png"
"NTAP","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"NFLX","https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Netflix_2015_logo.svg/220px-Netflix_2015_logo.svg.png"
"NEM","https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Newmont_Corporation_-_Logo.svg/220px-Newmont_Corporation_-_Logo.svg.png"
"NWSA","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/News_Corp_logo_2013.svg/220px-News_Corp_logo_2013.svg.png"
"NWS","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/News_Corp_logo_2013.svg/220px-News_Corp_logo_2013.svg.png"
"NEE","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/NextEra_Energy_logo_%281%29.svg/220px-NextEra_Energy_logo_%281%29.svg.png"
"NKE","https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png"
"NI","https://upload.wikimedia.org/wikipedia/en/thumb/d/de/Nisource_logo.svg/200px-Nisource_logo.svg.png"
"NDSN","https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Nordson_Corporation_Logo.svg/220px-Nordson_Corporation_Logo.svg.png"
"NSC","https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Norfolk_Southern_%28logo%2C_horizontal%29.svg/200px-Norfolk_Southern_%28logo%2C_horizontal%29.svg.png"
"NTRS","https://upload.wikimedia.org/wikipedia/en/thumb/e/e0/Northern_Trust_Corp._logo.svg/220px-Northern_Trust_Corp._logo.svg.png"
"NOC","https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Northrop_Grumman_logo_blue-on-clear_2020.svg/220px-Northrop_Grumman_logo_blue-on-clear_2020.svg.png"
"NCLH","https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/Norwegian_Cruise_Line_Holdings_Logo.svg/220px-Norwegian_Cruise_Line_Holdings_Logo.svg.png"
"NRG","https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/NRG_Energy_logo.svg/220px-NRG_Energy_logo.svg.png"
"NUE","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Nucor_logo.svg/220px-Nucor_logo.svg.png"
"NVDA","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/NVIDIA_logo.svg/260px-NVIDIA_logo.svg.png"
"NVR","https://upload.wikimedia.org/wikipedia/en/thumb/3/33/NVR_Logo_2018.png/220px-NVR_Logo_2018.png"
"NXPI","https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/NXP_Semiconductors_logo_2023.svg/220px-NXP_Semiconductors_logo_2023.svg.png"
"ORLY","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/O%27Reilly_Auto_Parts_Logo.svg/220px-O%27Reilly_Auto_Parts_Logo.svg.png"
"OXY","https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/OXY_LOGO.svg/220px-OXY_LOGO.svg.png"
"ODFL","https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png"
"OMC","https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ambox_current_red_Asia_Australia.svg/42px-Ambox_current_red_Asia_Australia.svg.png"
"ON","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Onsemi_logo_2021.svg/220px-Onsemi_logo_2021.svg.png"
"OKE","https://upload.wikimedia.org/wikipedia/en/thumb/a/ab/ONEOK_Logo_.svg/220px-ONEOK_Logo_.svg.png"
"ORCL","https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Oracle_logo.svg/220px-Oracle_logo.svg.png"
"OTIS","https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Otis_logo.SVG/220px-Otis_logo.SVG.png"
"PCAR","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"PKG","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Text_document_with_red_question_mark.svg/40px-Text_document_with_red_question_mark.svg.png"
"PANW","https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/PaloAltoNetworks_2020_Logo.svg/220px-PaloAltoNetworks_2020_Logo.svg.png"
"PARA","https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Paramount_Global.svg/232px-Paramount_Global.svg.png"
"PH","https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Parker_Hannifin.svg/200px-Parker_Hannifin.svg.png"
"PAYX","https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png"
"PAYC","https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Paycom_logo_%282015%29.png/220px-Paycom_logo_%282015%29.png"
"PYPL","https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Pending-protection-shackle.svg/20px-Pending-protection-shackle.svg.png"
"PNR","https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Pentair_Logo.jpg/220px-Pentair_Logo.jpg"
"PEP","https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png"
"PFE","https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Pfizer_%282021%29.svg/250px-Pfizer_%282021%29.svg.png"
"PCG","https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Pacific_Gas_and_Electric_Company_%28logo%29.svg/160px-Pacific_Gas_and_Electric_Company_%28logo%29.svg.png"
"PM","https://upload.wikimedia.org/wikipedia/en/thumb/5/55/Philip_Morris_International.svg/250px-Philip_Morris_International.svg.png"
"PSX","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Phillips_66_logo.svg/150px-Phillips_66_logo.svg.png"
"PNW","https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Pinnacle_West_Capital_logo.png/200px-Pinnacle_West_Capital_logo.png"
"PXD","https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Pioneer_Natural_Resources_logo.svg/220px-Pioneer_Natural_Resources_logo.svg.png"
"PNC","https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/PNClogo.svg/220px-PNClogo.svg.png"
"POOL","https://upload.wikimedia.org/wikipedia/en/thumb/6/65/Pool_Corporation_Logo.svg/200px-Pool_Corporation_Logo.svg.png"
"PPG","https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/PPG_Logo.svg/220px-PPG_Logo.svg.png"
"PPL","https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pennsylvania_Power_and_Light_logo.svg/120px-Pennsylvania_Power_and_Light_logo.svg.png"
"PFG","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Text_document_with_red_question_mark.svg/40px-Text_document_with_red_question_mark.svg.png"
"PG","https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Procter_%26_Gamble_logo.svg/150px-Procter_%26_Gamble_logo.svg.png"
"PGR","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Logo_of_the_Progressive_Corporation.svg/260px-Logo_of_the_Progressive_Corporation.svg.png"
"PLD","https://upload.wikimedia.org/wikipedia/en/thumb/8/81/Prologis_Logo.svg/220px-Prologis_Logo.svg.png"
"PRU","https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Prudential_Financial.svg/256px-Prudential_Financial.svg.png"
"PEG","https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/PSEG_logo.svg/200px-PSEG_logo.svg.png"
"PTC","https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/PTC_logo.svg/220px-PTC_logo.svg.png"
"PSA","https://upload.wikimedia.org/wikipedia/en/thumb/9/94/Symbol_support_vote.svg/19px-Symbol_support_vote.svg.png"
"PHM","https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Pulte_Group_updated_logo.png/220px-Pulte_Group_updated_logo.png"
"QRVO","https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Qorvo_logo_black.png/220px-Qorvo_logo_black.png"
"PWR","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"QCOM","https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Qualcomm-Logo.svg/250px-Qualcomm-Logo.svg.png"
"DGX","https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Quest_Diagnostics_logo_2015.png/220px-Quest_Diagnostics_logo_2015.png"
"RL","https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Ralph_Lauren_logo.svg/220px-Ralph_Lauren_logo.svg.png"
"RJF","https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Unbalanced_scales.svg/45px-Unbalanced_scales.svg.png"
"RTX","https://upload.wikimedia.org/wikipedia/en/thumb/3/30/RTX_Raytheon_Technologies_logo.svg/220px-RTX_Raytheon_Technologies_logo.svg.png"
"O","https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Realty_Income_logo.svg/220px-Realty_Income_logo.svg.png"
"REG","https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Regency_Centers_Corporation_logo.svg/220px-Regency_Centers_Corporation_logo.svg.png"
"REGN","https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Regeneron_logo.svg/250px-Regeneron_logo.svg.png"
"RF","https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Regions_Financial_Corp_logo.svg/220px-Regions_Financial_Corp_logo.svg.png"
