Ticker,URL
TJX,https://i.ibb.co/cxWbQYn/TJX-forecast.png
TSCO,https://i.ibb.co/M1qqXQf/TSCO-forecast.png
TT,https://i.ibb.co/RN2hBwL/TT-forecast.png
TDG,https://i.ibb.co/P4dKfJY/TDG-forecast.png
TRMB,https://i.ibb.co/y4Y7Zxj/TRMB-forecast.png
TFC,https://i.ibb.co/wrHWH4m/TFC-forecast.png
TWTR,https://i.ibb.co/3BF9GWj/TWTR-forecast.png
TYL,https://i.ibb.co/1q19L35/TYL-forecast.png
TSN,https://i.ibb.co/cgjBb2X/TSN-forecast.png
USB,https://i.ibb.co/1TgK9c9/USB-forecast.png
UDR,https://i.ibb.co/wg54qSm/UDR-forecast.png
ULTA,https://i.ibb.co/ncR0RX4/ULTA-forecast.png
UAA,https://i.ibb.co/JFShJV2/UAA-forecast.png
UA,https://i.ibb.co/3CFDPdk/UA-forecast.png
UNP,https://i.ibb.co/nrwWTgQ/UNP-forecast.png
UAL,https://i.ibb.co/JrvsxrR/UAL-forecast.png
UPS,https://i.ibb.co/2NnTzPD/UPS-forecast.png
URI,https://i.ibb.co/Sm2dWvS/URI-forecast.png
UNH,https://i.ibb.co/VCHXF0T/UNH-forecast.png
UHS,https://i.ibb.co/gTtcP7P/UHS-forecast.png
VLO,https://i.ibb.co/hD7s1pL/VLO-forecast.png
VTR,https://i.ibb.co/jGgQpkg/VTR-forecast.png
VRSN,https://i.ibb.co/7g5HFFz/VRSN-forecast.png
VRSK,https://i.ibb.co/sRwVkzC/VRSK-forecast.png
VZ,https://i.ibb.co/fnDhPhV/VZ-forecast.png
VRTX,https://i.ibb.co/rpSzpKf/VRTX-forecast.png
VFC,https://i.ibb.co/ZHSkd1c/VFC-forecast.png
VIAC,https://i.ibb.co/Jdj8JZV/VIAC-forecast.png
VTRS,https://i.ibb.co/s9knVK0/VTRS-forecast.png
V,https://i.ibb.co/SXRYbWK/V-forecast.png
VNO,https://i.ibb.co/swbbnkw/VNO-forecast.png
VMC,https://i.ibb.co/26q5Wmg/VMC-forecast.png
WRB,https://i.ibb.co/T0yG3V9/WRB-forecast.png
GWW,https://i.ibb.co/fNQNsgM/GWW-forecast.png
WAB,https://i.ibb.co/f1kFyvx/WAB-forecast.png
WBA,https://i.ibb.co/d6QjsrY/WBA-forecast.png
WMT,https://i.ibb.co/QNLq7bL/WMT-forecast.png
WM,https://i.ibb.co/bLfCYyg/WM-forecast.png
WAT,https://i.ibb.co/vXLt2FY/WAT-forecast.png
WEC,https://i.ibb.co/b7bj38v/WEC-forecast.png
WFC,https://i.ibb.co/2sSV67r/WFC-forecast.png
WELL,https://i.ibb.co/YQ6jJhM/WELL-forecast.png
WST,https://i.ibb.co/Sysjhf7/WST-forecast.png
WDC,https://i.ibb.co/4txZKCd/WDC-forecast.png
WU,https://i.ibb.co/7CyPL3R/WU-forecast.png
WRK,https://i.ibb.co/sy7Kg54/WRK-forecast.png
WY,https://i.ibb.co/yktMYGz/WY-forecast.png
WHR,https://i.ibb.co/8795Hmt/WHR-forecast.png
WMB,https://i.ibb.co/x8kQXkW/WMB-forecast.png
WYNN,https://i.ibb.co/s9RVPLz/WYNN-forecast.png
XEL,https://i.ibb.co/kB596fc/XEL-forecast.png
XLNX,https://i.ibb.co/51v69W0/XLNX-forecast.png
XYL,https://i.ibb.co/XZ3ShYy/XYL-forecast.png
YUM,https://i.ibb.co/3S4M74w/YUM-forecast.png
ZBRA,https://i.ibb.co/ydYLQJB/ZBRA-forecast.png
ZBH,https://i.ibb.co/tYTBTLr/ZBH-forecast.png
ZION,https://i.ibb.co/5cKm5sL/ZION-forecast.png
ZTS,https://i.ibb.co/GP005WB/ZTS-forecast.png
